code_serm;nom_serm;slug_serm;source_macrozonage;code_macrozone;CL_ADMIN;VKM;VKM_PL;DISTANCE;VKM_E;VKM_E_D1;VKM_E_D2;VKM_E_D3;VKM_E_D4;VKM_E_D5;VKM_T;VKM_T_D1;VKM_T_D2;VKM_T_D3;VKM_T_D4;VKM_T_D5;VKM_I;VKM_I_D1;VKM_I_D2;VKM_I_D3;VKM_I_D4;VKM_I_D5;VKM_PL_EC;VKM_PL_EC_D1;VKM_PL_EC_D2;VKM_PL_EC_D3;VKM_PL_EC_D4;VKM_PL_EC_D5;VKM_PL_TC;VKM_PL_TC_D1;VKM_PL_TC_D2;VKM_PL_TC_D3;VKM_PL_TC_D4;VKM_PL_TC_D5;VKM_PL_IC;VKM_PL_IC_D1;VKM_PL_IC_D2;VKM_PL_IC_D3;VKM_PL_IC_D4;VKM_PL_IC_D5;VKM_PL_EV;VKM_PL_EV_D1;VKM_PL_EV_D2;VKM_PL_EV_D3;VKM_PL_EV_D4;VKM_PL_EV_D5;VKM_PL_TV;VKM_PL_TV_D1;VKM_PL_TV_D2;VKM_PL_TV_D3;VKM_PL_TV_D4;VKM_PL_TV_D5;VKM_PL_IV;VKM_PL_IV_D1;VKM_PL_IV_D2;VKM_PL_IV_D3;VKM_PL_IV_D4;VKM_PL_IV_D5;VKM_PL_E;VKM_PL_E_D1;VKM_PL_E_D2;VKM_PL_E_D3;VKM_PL_E_D4;VKM_PL_E_D5;VKM_PL_T;VKM_PL_T_D1;VKM_PL_T_D2;VKM_PL_T_D3;VKM_PL_T_D4;VKM_PL_T_D5;VKM_PL_I;VKM_PL_I_D1;VKM_PL_I_D2;VKM_PL_I_D3;VKM_PL_I_D4;VKM_PL_I_D5;VKM_VL;VKM_VL_E;VKM_VL_E_D1;VKM_VL_E_D2;VKM_VL_E_D3;VKM_VL_E_D4;VKM_VL_E_D5;VKM_VL_T;VKM_VL_T_D1;VKM_VL_T_D2;VKM_VL_T_D3;VKM_VL_T_D4;VKM_VL_T_D5;VKM_VL_I;VKM_VL_I_D1;VKM_VL_I_D2;VKM_VL_I_D3;VKM_VL_I_D4;VKM_VL_I_D5
1;SERM Dijonnais;dijon;M1;1;Autoroute;11378051.42769;2062096.2681490013;787.0299999999996;6480186.875578439;1942808.8901051616;2162248.203997746;2057245.1194873108;317625.4267332484;0.0;3463189.5976753514;21428.146168389834;249233.09100508856;1603251.080113261;1589267.2532072044;0.0;1434674.9544362128;1434281.750509871;390.3942791527377;0.0;0.0;0.0;322627.6177814837;67137.07902379599;104260.14995672042;116733.08411875035;34259.506088800226;239.6706535364956;1431842.5123887225;1626.558117744443;45613.401893792325;440470.0895284324;758745.3200472443;185392.17929744368;29215.4341435889;29200.80495043932;14.04059403891783;0.0;0.0;0.0;100359.17101729584;47148.29539952488;38073.49185658787;14071.138806880954;1066.244954302131;0.0;153984.09194570297;725.8719002865654;11370.208195903784;103693.97999724298;37320.35858748318;873.6732647864069;24067.440872206495;24053.82619467364;13.61467753285162;0.0;0.0;0.0;422986.78879877954;114285.37442332087;142333.6418133083;130804.2229256313;35325.751043102355;239.6706535364956;1585826.6043344254;2352.4300180310083;56983.61008969611;544164.0695256754;796065.6786347275;186265.85256223008;53282.87501579539;53254.63114511296;27.655271571769447;0.0;0.0;0.0;9315955.159540998;6057200.08677966;1828523.5156818407;2019914.5621844379;1926440.8965616794;282299.67569014605;0.0;1877362.993340926;19075.716150358825;192249.48091539246;1059087.0105875856;793201.5745724769;0.0;1381392.0794204173;1381027.119364758;362.73900758096823;0.0;0.0;0.0
1;SERM Dijonnais;dijon;M1;1;NoData;4207249.090705991;478422.34817400057;10300.710000002282;950316.5923097556;606742.2576949801;134838.25578292756;169124.39450338017;39629.14750065759;0.0;117477.23072476796;18800.27353340407;7089.764940485365;58404.68484809297;33172.67894030116;0.0;3139455.2676714878;3138922.216802221;359.6448495171358;131.0817400392492;42.16713816564113;0.0;137246.27942329767;43766.96352540256;36921.89590507859;41310.04238992147;14549.420351510307;29.536742005067296;20239.50272808188;2126.3190812122943;3524.623967518536;8399.969254348536;6154.34166127132;104.20499670415688;148653.14849242516;147455.37938357054;551.7468577866637;423.0787718093843;200.4015711563573;21.01571820770468;54465.82509348577;33994.25965561973;14831.755177027782;5156.018200539957;490.6182539990765;0.0;4270.711385525598;1628.2821602488957;975.8653063409064;1452.2514638796654;214.31245505613276;0.0;113497.50339518535;113005.6355435952;393.3992392996488;98.14499000060192;7.349268840740354;0.0;191712.10451678344;77761.2231810223;51753.65108210637;46466.06059046143;15040.038605509384;29.536742005067296;24510.21411360748;3754.60124146119;4500.489273859443;9852.220718228202;6368.654116327452;104.20499670415688;262150.6518876105;260461.01492716576;945.1460970863125;521.2237618099862;207.75083999709767;21.01571820770468;3728826.74253199;758604.4877929722;528981.0345139578;83084.60470082119;122658.33391291875;24589.10889514821;0.0;92967.01661116048;15045.67229194288;2589.275666625922;48552.46412986477;26804.024823973705;0.0;2877304.615783877;2878461.201875055;0.0;0.0;0.0;0.0
1;SERM Dijonnais;dijon;M1;1;Departementale;9899872.121220045;867645.4530729995;11748.2500000014;3473638.0403761324;2160251.974826913;462892.8166964102;669993.2843856041;180499.6488081656;0.0;960171.178390489;121651.3305612004;84687.41361929552;511138.4495203183;242696.00328372887;0.0;5466062.902453396;5464801.980773888;1261.8807055833606;0.0;0.0;0.0;256853.4914840345;125020.36534487717;56912.5875400125;48249.74801864164;25352.1931357777;193.39005844534148;77882.39341931892;11449.129692145249;23627.4353695152;31031.1906602002;11527.338320142326;200.67369785415107;205894.7680899558;205180.29412589417;496.128469873476;143.32020133093698;57.97549806155266;2.4170608667335607;132670.17489381527;101618.36257213957;23934.50221938936;6554.450094787037;562.202691784804;0.0;20987.60721673916;10590.827582492891;7428.101293202036;2796.637977935232;172.0403631090593;0.0;173280.94823213524;172843.61592441754;400.8449416698799;35.42682949116694;1.6106191835989785;0.0;389523.66637784976;226638.72791701672;80847.08975940186;54804.19811342868;25914.395827562505;193.39005844534148;98870.00063605807;22039.95727463814;31055.536662717233;33827.828638135434;11699.378683251385;200.67369785415107;379175.71632209106;378023.9100503117;896.973411543356;178.7470308221039;59.58611724515164;2.4170608667335607;9032226.668147046;3084114.3739982825;1933613.2469098961;382045.7269370083;615189.0862721754;154585.25298060308;0.0;861301.1777544309;99611.37328656227;53631.876956578286;477310.62088218285;230996.6246004775;0.0;5086887.186131304;5086778.070723576;364.9072940400047;0.0;0.0;0.0
1;SERM Dijonnais;dijon;M1;1;Nationale;829494.3083859996;57416.16681300001;39.14;222709.00749225292;71181.36893948341;66906.52233803381;66866.94344054836;17753.972746161257;0.0;67814.20115250754;39.61768810117058;6240.5039551362615;49202.44682347152;12331.330047135909;0.0;538971.0997412397;538779.5543574769;191.42230714421916;0.0;0.0;0.0;21685.923272636468;4253.432149540919;5966.397117475504;8736.780128354192;2697.608509631319;32.82949964214426;2710.5837822871904;0.2914880640350966;416.7871843735557;1827.63457552756;451.831621233567;12.132284163365496;14266.061350980914;14249.423944658329;16.29347780286369;0.0;0.0;0.0;6532.250712388107;3111.233425569621;2124.235069469624;1220.313540824778;76.46867652408415;0.0;194.9227249918936;0.2146954637819727;153.30271925507896;40.98412724669551;0.4211830263371904;0.0;12026.424969715432;12009.795087715342;16.629882000095833;0.0;0.0;0.0;28218.173985024576;7364.665575110541;8090.632186945128;9957.09366917897;2774.077186155403;32.82949964214426;2905.506507279084;0.5061835278170693;570.0899036286346;1868.6187027742556;452.25280425990417;12.132284163365496;26292.486320696346;26259.219032373672;32.923359802959524;0.0;0.0;0.0;772078.1415729997;194490.83350722835;63816.703364372865;58815.890151088686;56909.849771369394;14979.895560005854;0.0;64908.694645228454;39.11150457335351;5670.414051507627;47333.82812069726;11879.077242876005;0.0;512678.6134205433;512520.3353251032;158.49894734125962;0.0;0.0;0.0
2;SERM Nord Franche-Comte;nfc;M1;2;Departementale;3063533.523154995;201792.09316199936;2199.5699999998933;1469150.559910678;1292383.597579104;72127.34723499313;70728.39203832443;33909.99452749943;0.0;158685.4327029103;122075.27762552696;28371.95923292665;7531.46637622076;708.1117462376054;0.0;1435697.5305414177;1435697.5305414177;0.0;0.0;0.0;0.0;61617.22531436048;41020.17562562567;9294.910034612283;6549.386216848606;4269.59294999292;94.93363545968886;29432.669025842868;4877.934620706758;7115.890127579941;9255.162955431848;7923.000644267245;186.11003928562255;36895.5462356773;36839.20396274488;21.739389305423156;24.71457211096233;9.641801979520316;0.2465095365024329;36957.634837114325;32087.573327867947;3727.166857456161;1132.3508354951111;12.631149384506422;0.0;9743.936847917028;2860.875290233466;3125.0229404011748;3600.9277008582544;159.20400579043002;0.0;27123.58972608805;27106.054963931125;11.116204189214006;6.168945091655362;0.248061206276068;0.0;98574.8601514748;73107.74895349362;13022.076892068444;7681.737052343717;4282.224099377426;94.93363545968886;39176.605873759894;7738.809910940225;10240.913067981115;12856.090656290102;8082.204650057674;186.11003928562255;64019.13596176535;63945.258926676004;32.85559349463716;30.883517202617693;9.889863185796385;0.2465095365024329;2861741.4299929957;1370575.6997592032;1219275.8486256103;59105.27034292468;63046.65498598071;29627.770428122007;0.0;119508.8268291504;114336.46771458673;18131.046164945532;0.0;0.0;0.0;1371678.3945796522;1371752.2716147415;0.0;0.0;0.0;0.0
2;SERM Nord Franche-Comte;nfc;M1;2;Autoroute;2398597.319086;569255.659317;120.98;1331238.549865288;1066237.6239524062;130430.75896666507;60897.40502930099;73673.27932254996;0.0;527043.6923619388;109056.59094512583;287867.7342812021;130119.61146181336;0.0;0.0;540315.0768587735;540315.0768587735;0.0;0.0;0.0;0.0;52888.737335350444;29760.668177265827;15050.4395558626;6291.167790578011;1620.094854743192;166.6618516474915;363017.5740757956;4287.680392610789;41026.62690818152;137167.772810553;73912.25403631761;106623.76222907896;6767.136173918613;6767.136173918613;0.0;0.0;0.0;0.0;29090.3669319738;23817.48305315506;4323.530951613268;930.2272947733766;19.1242084870386;0.0;112986.57976761424;2382.816146789376;18183.861470544496;79879.45815700208;11953.524200105308;586.9197931729893;4505.26503234724;4505.26503234724;0.0;0.0;0.0;0.0;81979.10426732425;53578.15123042089;19373.970507475868;7221.395085351387;1639.2190632302306;166.6618516474915;476004.15384340985;6670.496539400165;59210.48837872602;217047.23096755508;85865.77823642292;107210.68202225195;11272.401206265853;11272.401206265853;0.0;0.0;0.0;0.0;1829341.659769;1249259.4455979636;1012659.4727219853;111056.7884591892;53676.009943949604;72034.06025931973;0.0;51039.53851852892;102386.09440572567;228657.24590247608;0.0;0.0;0.0;529042.6756525076;529042.6756525076;0.0;0.0;0.0;0.0
2;SERM Nord Franche-Comte;nfc;M1;2;NoData;1403118.664788995;117543.32174399978;2531.9499999998875;475984.7465042113;416294.8829502616;22263.64774217305;24659.967355959037;12762.651851919762;0.0;41233.48567041875;34028.4078022243;5647.880329213589;1354.9438530877335;203.17236312095483;0.0;885900.432614368;885690.2623982765;93.98425947141698;87.84149741446161;28.25670546199465;0.0;33768.72867404554;21596.031726560657;5910.472251010166;3856.63619520158;1996.3402990544253;32.45093556577964;4846.082129628834;876.7077923908925;1047.1286311096906;1352.3814767619838;1428.1808366803502;12.689638605650185;34830.56429079205;34639.782084735416;62.941657717961405;84.85062020980601;39.33210042743444;3.8319489558383646;19900.6950705617;16808.675824029244;2591.768484798554;560.386210731421;6.58803449498814;0.0;1394.454564557533;466.5760387480091;485.2044584909973;428.9661464551724;14.892522531956145;0.0;22802.79701441425;22751.126996693896;32.121470813115494;19.353366004504466;1.4643641561538692;0.0;53669.42374460724;38404.7075505899;8502.240735808718;4417.022405933001;2002.9283335494133;32.45093556577964;6240.536694186367;1343.2838311389016;1532.3330896006878;1781.347623217156;1443.0733592123063;12.689638605650185;57633.3613052063;57390.909081429316;95.0631285310769;104.20398621431048;40.79646458358831;3.8319489558383646;1285575.343044995;422315.322759604;377890.17539967166;13761.40700636433;20242.944950026038;10759.723518370349;0.0;34992.94897623238;32685.123971085395;4115.547239612901;0.0;0.0;0.0;828267.0713091617;828299.3533168471;0.0;0.0;0.0;0.0
2;SERM Nord Franche-Comte;nfc;M1;2;Nationale;366192.1662200003;67356.200892;74.40000000000003;204030.0797555528;144282.89641590588;7243.099234990693;33898.43067819369;18605.582463202245;0.0;40875.11240035554;25444.811891764806;12198.66720505544;3126.098055349983;105.89814808614992;0.0;121286.9740640917;121286.9740640917;0.0;0.0;0.0;0.0;19769.657560395724;6208.139701563251;2997.121305713786;4980.7903850454;5581.098558968655;2.174565891414773;25012.112552622973;3323.8669594529283;4384.418246142648;8277.452520665878;8553.00420626722;475.2690387515996;6437.7386856202265;6437.7386856202265;0.0;0.0;0.0;0.0;6693.066352432595;5122.487218247686;1253.9004008313557;298.1776951842032;18.50103816934911;0.0;5625.264475808963;1756.1524571996504;2044.459653689568;1704.039607340606;120.61275757913248;0.0;3818.361265119501;3818.361265119501;0.0;0.0;0.0;0.0;26462.723912828318;11330.626919810937;4251.021706545142;5278.968080229603;5599.599597138004;2.174565891414773;30637.377028431936;5080.019416652579;6428.877899832216;9981.492128006485;8673.616963846353;475.2690387515996;10256.099950739728;10256.099950739728;0.0;0.0;0.0;0.0;298835.9653280003;177567.3558427245;132952.26949609496;2992.0775284455513;28619.462597964088;13005.982866064242;0.0;10237.735371923602;20364.792475112226;5769.789305223225;0.0;0.0;0.0;111030.87411335198;111030.87411335198;0.0;0.0;0.0;0.0
3;SERM Bisontin;besancon;M2;3;NoData;27910193.989796422;3863290.6593070817;85962.58999997714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27910193.989796422;23923994.649636272;1569052.728751438;1740632.093406918;676413.4688203059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10023.56809861765;0.0;0.0;0.0;0.0;0.0;2485827.110903997;1357967.522690052;349690.7342385021;463678.198771679;284859.9694168793;28182.61552407036;0.0;0.0;0.0;0.0;0.0;0.0;5998.593336290511;0.0;0.0;0.0;0.0;0.0;1361441.3869680483;1082111.0005168824;170705.69923546587;99850.15982865372;9334.013862922442;64.25338769217635;0.0;0.0;0.0;0.0;0.0;0.0;16022.161434908161;0.0;0.0;0.0;0.0;0.0;3847268.4978720453;2440078.5232069343;520396.43347396795;563528.3586003328;294193.98327980173;28246.868911762536;24046903.33048934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24062925.491924375;21483916.126429338;1048656.29527747;1177103.7348065851;382219.48554050416;0.0
3;SERM Bisontin;besancon;M2;3;Departementale;106902513.00071838;19321695.17187101;151676.40999998193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106902513.00071838;71476522.98905537;11364087.630332436;16360152.019443076;7701724.412688739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11973.160089008228;0.0;0.0;0.0;0.0;0.0;12748946.18260802;5323139.917744202;2529327.383848346;2933870.1986456667;1783217.0641406267;175381.91240759057;0.0;0.0;0.0;0.0;0.0;0.0;5812.047344648544;0.0;0.0;0.0;0.0;0.0;6554963.781829291;4436223.043432221;1318435.486233998;738101.421283442;60864.41672770566;686.62911038907;0.0;0.0;0.0;0.0;0.0;0.0;17785.20743365677;0.0;0.0;0.0;0.0;0.0;19303909.96443731;9759362.961176421;3847762.870082344;3671971.619929109;1844081.4808683323;176068.54151797964;87580817.82884738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87598603.03628108;61717160.02787894;7516324.7602500925;12688180.399513967;5857642.931820407;0.0
